name href,name,address
https://www.booking.com/hotel/th/radisson-suites-bangkok-sukhumvit.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=29018212_94396708_2_2_0&highlighted_blocks=29018212_94396708_2_2_0&matching_block_id=29018212_94396708_2_2_0&sr_pri_blocks=29018212_94396708_2_2_0__268375&from=searchresults,โรงแรม เรดิสัน สวีท แบงค็อก สุขุมวิท,"23/2-3 Sukhumvit 13, Sukhumvit Road, Klongtoey Nua, Wattana, วัฒนา, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/chi-bangkok-sha-extra-plus.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=817874208_344348442_2_2_0_146142&highlighted_blocks=817874208_344348442_2_2_0_146142&matching_block_id=817874208_344348442_2_2_0_146142&sr_pri_blocks=817874208_344348442_2_2_0_146142_176235&from=searchresults,The Fig Lobby Bangkok,"55 Rimthangrotfaisaipaknam Road, Klong Toey, Klong Toey, คลองเตย, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/tha.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=143448402_96206069_2_0_0_1123198&highlighted_blocks=143448402_96206069_2_0_0_1123198&matching_block_id=143448402_96206069_2_0_0_1123198&sr_pri_blocks=143448402_96206069_2_0_0_1123198_143699&from=searchresults,THA City Loft by TH District,"Eakkamai soi 6, Prakanong, Wattana, วัฒนา, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/chatrium-suites-bangkok-a-dusit-thani-hotels-partner.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=4425913_88871377_2_1_0_47674&highlighted_blocks=4425913_88871377_2_1_0_47674&matching_block_id=4425913_88871377_2_1_0_47674&sr_pri_blocks=4425913_88871377_2_1_0_47674_583200&from=searchresults,โรงแรมชาเทรียม ริเวอร์ไซด์ กรุงเทพฯ,"28 ถ.เจริญกรุง ซ.70 บางคอแหลม, บางคอแหลม, 10120 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/oakwood-studios-sukhumvit-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=860006801_356302651_0_42_0&highlighted_blocks=860006801_356302651_0_42_0&matching_block_id=860006801_356302651_0_42_0&sr_pri_blocks=860006801_356302651_0_42_0__247876&from=searchresults,โรงแรมโอ๊ควู้ด สตูดิโอ สุขุมวิท แบงค็อก,"70 Soi Sukhumvit 36, คลองเตย, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/the-ex-capital-bangkok-by-dancenter.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=1486340901_420130341_2_0_0&highlighted_blocks=1486340901_420130341_2_0_0&matching_block_id=1486340901_420130341_2_0_0&sr_pri_blocks=1486340901_420130341_2_0_0__122157&from=searchresults,The Ex Capital Hotel Bangkok by Dancenter,"218 Soi Krungthonburi Intersection 13 Krungthonburi Road, Bang Lamphu Lang Subdistrict, Khlong San District, Thonburi District, Bangkok 10600, Bangkok, Bangkok, 10600 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/akyra-thonglor-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=28546107_119582871_2_42_0_1116200&highlighted_blocks=28546107_119582871_2_42_0_1116200&matching_block_id=28546107_119582871_2_42_0_1116200&sr_pri_blocks=28546107_119582871_2_42_0_1116200_406899&from=searchresults,"MUU Bangkok, Small Luxury Hotels of the World","88/333 Sukhumvit 55, Klongton Nua, Wattana, Sukhumvit, วัฒนา, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/aphrodite-inn-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=4362512_89654155_0_1_0&highlighted_blocks=4362512_89654155_0_1_0&matching_block_id=4362512_89654155_0_1_0&sr_pri_blocks=4362512_89654155_0_1_0__245754&from=searchresults,อะโฟรดิเต้ อินน์ กรุงเทพ,"59-65 ถนนราชดำริ , ปทุมวัน, 10330 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/ten-six-hundred-chao-pharya-bangkok-by-preference.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=1058830701_378138740_2_2_0&highlighted_blocks=1058830701_378138740_2_2_0&matching_block_id=1058830701_378138740_2_2_0&sr_pri_blocks=1058830701_378138740_2_2_0__390882&from=searchresults,"Ten Six Hundred, Chao Phraya, Bangkok by Preference, managed by The Ascott Limited","29-2 Soi Charoen Nakorn 39, Banglumphu Lang, Khlongsan , Khlong San, 10600 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/hua-chang-heritage.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=46157001_88883050_2_42_0_271710&highlighted_blocks=46157001_88883050_2_42_0_271710&matching_block_id=46157001_88883050_2_42_0_271710&sr_pri_blocks=46157001_88883050_2_42_0_271710_386771&from=searchresults,Hua Chang Heritage Hotel,"400 Phayathai Road, Pathumwan, ปทุมวัน, 10330 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/mo-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=1098568701_382723626_2_1_0&highlighted_blocks=1098568701_382723626_2_1_0&matching_block_id=1098568701_382723626_2_1_0&sr_pri_blocks=1098568701_382723626_2_1_0__325620&from=searchresults,MO Hotel Bangkok,"386 Phetchaburi Road, 10400 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/adelphi-suites.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=2729301_95151022_2_2_0_403840&highlighted_blocks=2729301_95151022_2_2_0_403840&matching_block_id=2729301_95151022_2_2_0_403840&sr_pri_blocks=2729301_95151022_2_2_0_403840_352755&from=searchresults,Adelphi Suites Bangkok,"6 Sukhumvit Soi 8, คลองเตย, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/passa.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416406&all_sr_blocks=796689501_381559366_2_10_0&highlighted_blocks=796689501_381559366_2_10_0&matching_block_id=796689501_381559366_2_10_0&sr_pri_blocks=796689501_381559366_2_10_0__247860&from=searchresults,PASSA Hotel Bangkok,"63 Soi Saladaeng 2, Saladaeng Road, บางรัก, 10500 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/v-one-pride-sukhumvit-22-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=200&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=421608312_128018413_0_0_0&highlighted_blocks=421608312_128018413_0_0_0&matching_block_id=421608312_128018413_0_0_0&sr_pri_blocks=421608312_128018413_0_0_0__104207&from=searchresults,"V One Pride-Sukhumvit 22, Bangkok","601 Soi Sukhumvit 22, คลองเตย, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/solo-sukhumvit-2-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=201&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=23977001_88873234_0_2_0&highlighted_blocks=23977001_88873234_0_2_0&matching_block_id=23977001_88873234_0_2_0&sr_pri_blocks=23977001_88873234_0_2_0__130410&from=searchresults,"Hotel Solo, Sukhumvit 2, Bangkok - SHA Extra Plus","67 Sukhumvit Soi 2, Klongtoey, คลองเตย, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/riverfront-residence-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=202&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=17657401_338394905_2_2_0&highlighted_blocks=17657401_338394905_2_2_0&matching_block_id=17657401_338394905_2_2_0&sr_pri_blocks=17657401_338394905_2_2_0__142753&from=searchresults,Riverfront Bangkok,"SV City, 912 Rama 3 Road, Bangpongpang, Yannawa, Yan Nawa, 10120 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/millennium-hilton-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=203&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=2763009_274536451_2_34_0&highlighted_blocks=2763009_274536451_2_34_0&matching_block_id=2763009_274536451_2_34_0&sr_pri_blocks=2763009_274536451_2_34_0__635580&from=searchresults,โรงแรมมิลเลนเนียม ฮิลตัน กรุงเทพฯ,"123 Charoennakorn Road, Klongtonsai, Klongsan, Khlong San, 10600 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/amanah-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=204&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=668434901_415787569_2_2_0&highlighted_blocks=668434901_415787569_2_2_0&matching_block_id=668434901_415787569_2_2_0&sr_pri_blocks=668434901_415787569_2_2_0__105948&from=searchresults,Amanah Bangkok Hotel,"266 Soi Somdet Phra Chao Tak Sin 4 Bang Yi Ruea , Thonburi District, ธนบุรี, 10600 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/happy-3.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=205&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=127327402_352117951_0_2_0&highlighted_blocks=127327402_352117951_0_2_0&matching_block_id=127327402_352117951_0_2_0&sr_pri_blocks=127327402_352117951_0_2_0__254615&from=searchresults,แฮปปี้ ทรี,"33/3 ซ.เกษมสันต์ 3, ถ.พระราม 1, วังใหม่, ปทุมวัน, ปทุมวัน, 10330 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/arawana-express-sukhumvit-22.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=206&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=1021486002_387373210_2_0_0&highlighted_blocks=1021486002_387373210_2_0_0&matching_block_id=1021486002_387373210_2_0_0&sr_pri_blocks=1021486002_387373210_2_0_0__100427&from=searchresults,Arawana Express Sukhumvit 22,"1248 Setthi Thawi Sup 1 Alley, คลองเตย, 10110 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/siam-swana.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=207&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=35792603_402295398_0_2_0&highlighted_blocks=35792603_402295398_0_2_0&matching_block_id=35792603_402295398_0_2_0&sr_pri_blocks=35792603_402295398_0_2_0__160380&from=searchresults,โรงแรมสยามสวาน่า,"359/1 ซอยพญานาค ถนนเพชรบุรี พญาไท, Ratchathewi, 10400 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/the-rose-residence-bangkok.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=208&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=345310201_117192130_2_1_0&highlighted_blocks=345310201_117192130_2_1_0&matching_block_id=345310201_117192130_2_1_0&sr_pri_blocks=345310201_117192130_2_1_0__278843&from=searchresults,"The Rose Residence, Bangkok","118 Surawongse Road, Soi Na Wat Hua Lam Pong, Si-phaya,, บางรัก, 10500 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/metz-pratunam.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=209&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=27196511_370994523_0_0_0_287976&highlighted_blocks=27196511_370994523_0_0_0_287976&matching_block_id=27196511_370994523_0_0_0_287976&sr_pri_blocks=27196511_370994523_0_0_0_287976_196911&from=searchresults,เมซ ประตูน้ำ,"เพชรบุรี ซอย 15 ถนน เพชรบุรี, Ratchathewi, 10400 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/lemontea.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=210&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=49724201_179755198_0_0_0_705011&highlighted_blocks=49724201_179755198_0_0_0_705011&matching_block_id=49724201_179755198_0_0_0_705011&sr_pri_blocks=49724201_179755198_0_0_0_705011_180306&from=searchresults,Lemontea Hotel Bangkok,"55 Soi. Petchaburi 15, Petchaburi Road, Pratunam, Ratchatewi, Ratchathewi, 10400 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/the-quarter-ploenchit-by-uhg.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=211&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=639531501_368562421_2_2_0_240723&highlighted_blocks=639531501_368562421_2_2_0_240723&matching_block_id=639531501_368562421_2_2_0_240723&sr_pri_blocks=639531501_368562421_2_2_0_240723_319739&from=searchresults,The Quarter Ploenchit by UHG,"Phloen Chit Road 1, ปทุมวัน, 10330 กรุงเทพมหานคร, ไทย"
https://www.booking.com/hotel/th/regent-ramkhamhaeng-22.th.html?label=gen173nr-10CAEoggI46AdIM1gEaN0BiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKdnfrGBsACAdICJDZlZjViYjlkLWRkZGEtNDFlOS1hZjg3LTk2MDE3M2UxMTYyZtgCAeACAQ&sid=f984b2f021f44e6d576f13f392f756a4&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-23&checkout=2025-10-24&dest_id=-3414440&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=212&sr_order=popularity&srpvid=d5b267a0c5c1003e&srepoch=1759416375&all_sr_blocks=30767619_97945029_0_2_0_740183&highlighted_blocks=30767619_97945029_0_2_0_740183&matching_block_id=30767619_97945029_0_2_0_740183&sr_pri_blocks=30767619_97945029_0_2_0_740183_124497&from=searchresults,โรงแรมรีเจนท์รามคำแหง 22,"4 ถ.รามคำแหง ซ.22 หัวหมาก, บางกะปิ, 10240 กรุงเทพมหานคร, ไทย"
